GenBank_ID,Country,State,City,Virus_name,Date,Decimal_Date,Sequence_name
MH680243.1,Singapore,NA,NA,Dengue_virus_1,2014-01-15,2014.03835616438,MH680243.1|Singapore|NA|NA|Dengue_virus_1|2014-01-15|2014.03835616438
MH680244.1,Singapore,NA,NA,Dengue_virus_1,2014-01-15,2014.03835616438,MH680244.1|Singapore|NA|NA|Dengue_virus_1|2014-01-15|2014.03835616438
MH680245.1,Singapore,NA,NA,Dengue_virus_1,2014-01-15,2014.03835616438,MH680245.1|Singapore|NA|NA|Dengue_virus_1|2014-01-15|2014.03835616438
MH680246.1,Singapore,NA,NA,Dengue_virus_1,2014-01-15,2014.03835616438,MH680246.1|Singapore|NA|NA|Dengue_virus_1|2014-01-15|2014.03835616438
MH680247.1,Singapore,NA,NA,Dengue_virus_1,2014-01-15,2014.03835616438,MH680247.1|Singapore|NA|NA|Dengue_virus_1|2014-01-15|2014.03835616438
MH680248.1,Singapore,NA,NA,Dengue_virus_1,2014-01-15,2014.03835616438,MH680248.1|Singapore|NA|NA|Dengue_virus_1|2014-01-15|2014.03835616438
MH680249.1,Singapore,NA,NA,Dengue_virus_1,2014-01-15,2014.03835616438,MH680249.1|Singapore|NA|NA|Dengue_virus_1|2014-01-15|2014.03835616438
MH680250.1,Singapore,NA,NA,Dengue_virus_1,2014-01-15,2014.03835616438,MH680250.1|Singapore|NA|NA|Dengue_virus_1|2014-01-15|2014.03835616438
MH680251.1,Singapore,NA,NA,Dengue_virus_1,2014-01-15,2014.03835616438,MH680251.1|Singapore|NA|NA|Dengue_virus_1|2014-01-15|2014.03835616438
MH680252.1,Singapore,NA,NA,Dengue_virus_1,2014-01-15,2014.03835616438,MH680252.1|Singapore|NA|NA|Dengue_virus_1|2014-01-15|2014.03835616438
MH680253.1,Singapore,NA,NA,Dengue_virus_1,2014-01-15,2014.03835616438,MH680253.1|Singapore|NA|NA|Dengue_virus_1|2014-01-15|2014.03835616438
MH680254.1,Singapore,NA,NA,Dengue_virus_1,2014-01-15,2014.03835616438,MH680254.1|Singapore|NA|NA|Dengue_virus_1|2014-01-15|2014.03835616438
MH680255.1,Singapore,NA,NA,Dengue_virus_1,2014-01-15,2014.03835616438,MH680255.1|Singapore|NA|NA|Dengue_virus_1|2014-01-15|2014.03835616438
MH680256.1,Singapore,NA,NA,Dengue_virus_1,2014-02-15,2014.12328767123,MH680256.1|Singapore|NA|NA|Dengue_virus_1|2014-02-15|2014.12328767123
MH680257.1,Singapore,NA,NA,Dengue_virus_1,2014-02-15,2014.12328767123,MH680257.1|Singapore|NA|NA|Dengue_virus_1|2014-02-15|2014.12328767123
MH680258.1,Singapore,NA,NA,Dengue_virus_1,2014-02-15,2014.12328767123,MH680258.1|Singapore|NA|NA|Dengue_virus_1|2014-02-15|2014.12328767123
MH680259.1,Singapore,NA,NA,Dengue_virus_1,2014-02-15,2014.12328767123,MH680259.1|Singapore|NA|NA|Dengue_virus_1|2014-02-15|2014.12328767123
MH680260.1,Singapore,NA,NA,Dengue_virus_1,2014-02-15,2014.12328767123,MH680260.1|Singapore|NA|NA|Dengue_virus_1|2014-02-15|2014.12328767123
MH680261.1,Singapore,NA,NA,Dengue_virus_1,2014-02-15,2014.12328767123,MH680261.1|Singapore|NA|NA|Dengue_virus_1|2014-02-15|2014.12328767123
MH680262.1,Singapore,NA,NA,Dengue_virus_1,2014-02-15,2014.12328767123,MH680262.1|Singapore|NA|NA|Dengue_virus_1|2014-02-15|2014.12328767123
MH680263.1,Singapore,NA,NA,Dengue_virus_1,2014-02-15,2014.12328767123,MH680263.1|Singapore|NA|NA|Dengue_virus_1|2014-02-15|2014.12328767123
MH680264.1,Singapore,NA,NA,Dengue_virus_1,2014-02-15,2014.12328767123,MH680264.1|Singapore|NA|NA|Dengue_virus_1|2014-02-15|2014.12328767123
MH680265.1,Singapore,NA,NA,Dengue_virus_1,2014-02-15,2014.12328767123,MH680265.1|Singapore|NA|NA|Dengue_virus_1|2014-02-15|2014.12328767123
MH680266.1,Singapore,NA,NA,Dengue_virus_1,2014-02-15,2014.12328767123,MH680266.1|Singapore|NA|NA|Dengue_virus_1|2014-02-15|2014.12328767123
MH680267.1,Singapore,NA,NA,Dengue_virus_1,2014-03-15,2014.2,MH680267.1|Singapore|NA|NA|Dengue_virus_1|2014-03-15|2014.2
MH680268.1,Singapore,NA,NA,Dengue_virus_1,2014-03-15,2014.2,MH680268.1|Singapore|NA|NA|Dengue_virus_1|2014-03-15|2014.2
MH680269.1,Singapore,NA,NA,Dengue_virus_1,2014-03-15,2014.2,MH680269.1|Singapore|NA|NA|Dengue_virus_1|2014-03-15|2014.2
MH680270.1,Singapore,NA,NA,Dengue_virus_1,2014-03-15,2014.2,MH680270.1|Singapore|NA|NA|Dengue_virus_1|2014-03-15|2014.2
MH680271.1,Singapore,NA,NA,Dengue_virus_1,2014-03-15,2014.2,MH680271.1|Singapore|NA|NA|Dengue_virus_1|2014-03-15|2014.2
MH680272.1,Singapore,NA,NA,Dengue_virus_1,2014-03-15,2014.2,MH680272.1|Singapore|NA|NA|Dengue_virus_1|2014-03-15|2014.2
MH680273.1,Singapore,NA,NA,Dengue_virus_1,2014-03-15,2014.2,MH680273.1|Singapore|NA|NA|Dengue_virus_1|2014-03-15|2014.2
MH680274.1,Singapore,NA,NA,Dengue_virus_1,2014-03-15,2014.2,MH680274.1|Singapore|NA|NA|Dengue_virus_1|2014-03-15|2014.2
MH680275.1,Singapore,NA,NA,Dengue_virus_1,2014-03-15,2014.2,MH680275.1|Singapore|NA|NA|Dengue_virus_1|2014-03-15|2014.2
MH680276.1,Singapore,NA,NA,Dengue_virus_1,2014-03-15,2014.2,MH680276.1|Singapore|NA|NA|Dengue_virus_1|2014-03-15|2014.2
MH680277.1,Singapore,NA,NA,Dengue_virus_1,2014-03-15,2014.2,MH680277.1|Singapore|NA|NA|Dengue_virus_1|2014-03-15|2014.2
MH680278.1,Singapore,NA,NA,Dengue_virus_1,2014-03-15,2014.2,MH680278.1|Singapore|NA|NA|Dengue_virus_1|2014-03-15|2014.2
MH680279.1,Singapore,NA,NA,Dengue_virus_1,2014-03-15,2014.2,MH680279.1|Singapore|NA|NA|Dengue_virus_1|2014-03-15|2014.2
MH680280.1,Singapore,NA,NA,Dengue_virus_1,2014-04-15,2014.28493150685,MH680280.1|Singapore|NA|NA|Dengue_virus_1|2014-04-15|2014.28493150685
MH680281.1,Singapore,NA,NA,Dengue_virus_1,2014-04-15,2014.28493150685,MH680281.1|Singapore|NA|NA|Dengue_virus_1|2014-04-15|2014.28493150685
MH680282.1,Singapore,NA,NA,Dengue_virus_1,2014-04-15,2014.28493150685,MH680282.1|Singapore|NA|NA|Dengue_virus_1|2014-04-15|2014.28493150685
MH680283.1,Singapore,NA,NA,Dengue_virus_1,2014-04-15,2014.28493150685,MH680283.1|Singapore|NA|NA|Dengue_virus_1|2014-04-15|2014.28493150685
MH680284.1,Singapore,NA,NA,Dengue_virus_1,2014-04-15,2014.28493150685,MH680284.1|Singapore|NA|NA|Dengue_virus_1|2014-04-15|2014.28493150685
MH680285.1,Singapore,NA,NA,Dengue_virus_1,2014-04-15,2014.28493150685,MH680285.1|Singapore|NA|NA|Dengue_virus_1|2014-04-15|2014.28493150685
MH680286.1,Singapore,NA,NA,Dengue_virus_1,2014-04-15,2014.28493150685,MH680286.1|Singapore|NA|NA|Dengue_virus_1|2014-04-15|2014.28493150685
MH680287.1,Singapore,NA,NA,Dengue_virus_1,2014-04-15,2014.28493150685,MH680287.1|Singapore|NA|NA|Dengue_virus_1|2014-04-15|2014.28493150685
MH680288.1,Singapore,NA,NA,Dengue_virus_1,2014-04-15,2014.28493150685,MH680288.1|Singapore|NA|NA|Dengue_virus_1|2014-04-15|2014.28493150685
MH680289.1,Singapore,NA,NA,Dengue_virus_1,2014-04-15,2014.28493150685,MH680289.1|Singapore|NA|NA|Dengue_virus_1|2014-04-15|2014.28493150685
MH680290.1,Singapore,NA,NA,Dengue_virus_1,2014-04-15,2014.28493150685,MH680290.1|Singapore|NA|NA|Dengue_virus_1|2014-04-15|2014.28493150685
MH680291.1,Singapore,NA,NA,Dengue_virus_1,2014-04-15,2014.28493150685,MH680291.1|Singapore|NA|NA|Dengue_virus_1|2014-04-15|2014.28493150685
MH680292.1,Singapore,NA,NA,Dengue_virus_1,2014-04-15,2014.28493150685,MH680292.1|Singapore|NA|NA|Dengue_virus_1|2014-04-15|2014.28493150685
MH680293.1,Singapore,NA,NA,Dengue_virus_1,2014-04-15,2014.28493150685,MH680293.1|Singapore|NA|NA|Dengue_virus_1|2014-04-15|2014.28493150685
MH680294.1,Singapore,NA,NA,Dengue_virus_1,2014-04-15,2014.28493150685,MH680294.1|Singapore|NA|NA|Dengue_virus_1|2014-04-15|2014.28493150685
MH680295.1,Singapore,NA,NA,Dengue_virus_1,2014-05-15,2014.36712328767,MH680295.1|Singapore|NA|NA|Dengue_virus_1|2014-05-15|2014.36712328767
MH680296.1,Singapore,NA,NA,Dengue_virus_1,2014-05-15,2014.36712328767,MH680296.1|Singapore|NA|NA|Dengue_virus_1|2014-05-15|2014.36712328767
MH680297.1,Singapore,NA,NA,Dengue_virus_1,2014-05-15,2014.36712328767,MH680297.1|Singapore|NA|NA|Dengue_virus_1|2014-05-15|2014.36712328767
MH680298.1,Singapore,NA,NA,Dengue_virus_1,2014-05-15,2014.36712328767,MH680298.1|Singapore|NA|NA|Dengue_virus_1|2014-05-15|2014.36712328767
MH680299.1,Singapore,NA,NA,Dengue_virus_1,2014-05-15,2014.36712328767,MH680299.1|Singapore|NA|NA|Dengue_virus_1|2014-05-15|2014.36712328767
MH680300.1,Singapore,NA,NA,Dengue_virus_1,2014-05-15,2014.36712328767,MH680300.1|Singapore|NA|NA|Dengue_virus_1|2014-05-15|2014.36712328767
MH680301.1,Singapore,NA,NA,Dengue_virus_1,2014-05-15,2014.36712328767,MH680301.1|Singapore|NA|NA|Dengue_virus_1|2014-05-15|2014.36712328767
MH680302.1,Singapore,NA,NA,Dengue_virus_1,2014-05-15,2014.36712328767,MH680302.1|Singapore|NA|NA|Dengue_virus_1|2014-05-15|2014.36712328767
MH680303.1,Singapore,NA,NA,Dengue_virus_1,2014-05-15,2014.36712328767,MH680303.1|Singapore|NA|NA|Dengue_virus_1|2014-05-15|2014.36712328767
MH680304.1,Singapore,NA,NA,Dengue_virus_1,2014-05-15,2014.36712328767,MH680304.1|Singapore|NA|NA|Dengue_virus_1|2014-05-15|2014.36712328767
MH680305.1,Singapore,NA,NA,Dengue_virus_1,2014-05-15,2014.36712328767,MH680305.1|Singapore|NA|NA|Dengue_virus_1|2014-05-15|2014.36712328767
MH680306.1,Singapore,NA,NA,Dengue_virus_1,2014-05-15,2014.36712328767,MH680306.1|Singapore|NA|NA|Dengue_virus_1|2014-05-15|2014.36712328767
MH680307.1,Singapore,NA,NA,Dengue_virus_1,2014-05-15,2014.36712328767,MH680307.1|Singapore|NA|NA|Dengue_virus_1|2014-05-15|2014.36712328767
MH680308.1,Singapore,NA,NA,Dengue_virus_1,2014-05-15,2014.36712328767,MH680308.1|Singapore|NA|NA|Dengue_virus_1|2014-05-15|2014.36712328767
MH680309.1,Singapore,NA,NA,Dengue_virus_1,2014-05-15,2014.36712328767,MH680309.1|Singapore|NA|NA|Dengue_virus_1|2014-05-15|2014.36712328767
MH680310.1,Singapore,NA,NA,Dengue_virus_1,2014-05-15,2014.36712328767,MH680310.1|Singapore|NA|NA|Dengue_virus_1|2014-05-15|2014.36712328767
MH680311.1,Singapore,NA,NA,Dengue_virus_1,2014-05-15,2014.36712328767,MH680311.1|Singapore|NA|NA|Dengue_virus_1|2014-05-15|2014.36712328767
MH680312.1,Singapore,NA,NA,Dengue_virus_1,2014-05-15,2014.36712328767,MH680312.1|Singapore|NA|NA|Dengue_virus_1|2014-05-15|2014.36712328767
MH680313.1,Singapore,NA,NA,Dengue_virus_1,2014-05-15,2014.36712328767,MH680313.1|Singapore|NA|NA|Dengue_virus_1|2014-05-15|2014.36712328767
MH680314.1,Singapore,NA,NA,Dengue_virus_1,2014-05-15,2014.36712328767,MH680314.1|Singapore|NA|NA|Dengue_virus_1|2014-05-15|2014.36712328767
MH680315.1,Singapore,NA,NA,Dengue_virus_1,2014-05-15,2014.36712328767,MH680315.1|Singapore|NA|NA|Dengue_virus_1|2014-05-15|2014.36712328767
MH680316.1,Singapore,NA,NA,Dengue_virus_1,2014-05-15,2014.36712328767,MH680316.1|Singapore|NA|NA|Dengue_virus_1|2014-05-15|2014.36712328767
MH680317.1,Singapore,NA,NA,Dengue_virus_1,2014-05-15,2014.36712328767,MH680317.1|Singapore|NA|NA|Dengue_virus_1|2014-05-15|2014.36712328767
MH680318.1,Singapore,NA,NA,Dengue_virus_1,2014-05-15,2014.36712328767,MH680318.1|Singapore|NA|NA|Dengue_virus_1|2014-05-15|2014.36712328767
MH680319.1,Singapore,NA,NA,Dengue_virus_1,2014-05-15,2014.36712328767,MH680319.1|Singapore|NA|NA|Dengue_virus_1|2014-05-15|2014.36712328767
MH680320.1,Singapore,NA,NA,Dengue_virus_1,2014-06-15,2014.45205479452,MH680320.1|Singapore|NA|NA|Dengue_virus_1|2014-06-15|2014.45205479452
MH680321.1,Singapore,NA,NA,Dengue_virus_1,2014-06-15,2014.45205479452,MH680321.1|Singapore|NA|NA|Dengue_virus_1|2014-06-15|2014.45205479452
MH680322.1,Singapore,NA,NA,Dengue_virus_1,2014-06-15,2014.45205479452,MH680322.1|Singapore|NA|NA|Dengue_virus_1|2014-06-15|2014.45205479452
MH680323.1,Singapore,NA,NA,Dengue_virus_1,2014-06-15,2014.45205479452,MH680323.1|Singapore|NA|NA|Dengue_virus_1|2014-06-15|2014.45205479452
MH680324.1,Singapore,NA,NA,Dengue_virus_1,2014-06-15,2014.45205479452,MH680324.1|Singapore|NA|NA|Dengue_virus_1|2014-06-15|2014.45205479452
MH680325.1,Singapore,NA,NA,Dengue_virus_1,2014-06-15,2014.45205479452,MH680325.1|Singapore|NA|NA|Dengue_virus_1|2014-06-15|2014.45205479452
MH680326.1,Singapore,NA,NA,Dengue_virus_1,2014-06-15,2014.45205479452,MH680326.1|Singapore|NA|NA|Dengue_virus_1|2014-06-15|2014.45205479452
MH680327.1,Singapore,NA,NA,Dengue_virus_1,2014-06-15,2014.45205479452,MH680327.1|Singapore|NA|NA|Dengue_virus_1|2014-06-15|2014.45205479452
MH680328.1,Singapore,NA,NA,Dengue_virus_1,2014-06-15,2014.45205479452,MH680328.1|Singapore|NA|NA|Dengue_virus_1|2014-06-15|2014.45205479452
MH680329.1,Singapore,NA,NA,Dengue_virus_1,2014-06-15,2014.45205479452,MH680329.1|Singapore|NA|NA|Dengue_virus_1|2014-06-15|2014.45205479452
MH680330.1,Singapore,NA,NA,Dengue_virus_1,2014-06-15,2014.45205479452,MH680330.1|Singapore|NA|NA|Dengue_virus_1|2014-06-15|2014.45205479452
MH680331.1,Singapore,NA,NA,Dengue_virus_1,2014-06-15,2014.45205479452,MH680331.1|Singapore|NA|NA|Dengue_virus_1|2014-06-15|2014.45205479452
MH680332.1,Singapore,NA,NA,Dengue_virus_1,2014-06-15,2014.45205479452,MH680332.1|Singapore|NA|NA|Dengue_virus_1|2014-06-15|2014.45205479452
MH680333.1,Singapore,NA,NA,Dengue_virus_1,2014-06-15,2014.45205479452,MH680333.1|Singapore|NA|NA|Dengue_virus_1|2014-06-15|2014.45205479452
MH680334.1,Singapore,NA,NA,Dengue_virus_1,2014-06-15,2014.45205479452,MH680334.1|Singapore|NA|NA|Dengue_virus_1|2014-06-15|2014.45205479452
MH680335.1,Singapore,NA,NA,Dengue_virus_1,2014-06-15,2014.45205479452,MH680335.1|Singapore|NA|NA|Dengue_virus_1|2014-06-15|2014.45205479452
MH680336.1,Singapore,NA,NA,Dengue_virus_1,2014-06-15,2014.45205479452,MH680336.1|Singapore|NA|NA|Dengue_virus_1|2014-06-15|2014.45205479452
MH680337.1,Singapore,NA,NA,Dengue_virus_1,2014-06-15,2014.45205479452,MH680337.1|Singapore|NA|NA|Dengue_virus_1|2014-06-15|2014.45205479452
MH680338.1,Singapore,NA,NA,Dengue_virus_1,2014-06-15,2014.45205479452,MH680338.1|Singapore|NA|NA|Dengue_virus_1|2014-06-15|2014.45205479452
MH680339.1,Singapore,NA,NA,Dengue_virus_1,2014-06-15,2014.45205479452,MH680339.1|Singapore|NA|NA|Dengue_virus_1|2014-06-15|2014.45205479452
MH680340.1,Singapore,NA,NA,Dengue_virus_1,2014-06-15,2014.45205479452,MH680340.1|Singapore|NA|NA|Dengue_virus_1|2014-06-15|2014.45205479452
MH680341.1,Singapore,NA,NA,Dengue_virus_1,2014-06-15,2014.45205479452,MH680341.1|Singapore|NA|NA|Dengue_virus_1|2014-06-15|2014.45205479452
MH680342.1,Singapore,NA,NA,Dengue_virus_1,2014-06-15,2014.45205479452,MH680342.1|Singapore|NA|NA|Dengue_virus_1|2014-06-15|2014.45205479452
MH680343.1,Singapore,NA,NA,Dengue_virus_1,2014-06-15,2014.45205479452,MH680343.1|Singapore|NA|NA|Dengue_virus_1|2014-06-15|2014.45205479452
MH680344.1,Singapore,NA,NA,Dengue_virus_1,2014-06-15,2014.45205479452,MH680344.1|Singapore|NA|NA|Dengue_virus_1|2014-06-15|2014.45205479452
MH680345.1,Singapore,NA,NA,Dengue_virus_1,2014-07-15,2014.53424657534,MH680345.1|Singapore|NA|NA|Dengue_virus_1|2014-07-15|2014.53424657534
MH680346.1,Singapore,NA,NA,Dengue_virus_1,2014-07-15,2014.53424657534,MH680346.1|Singapore|NA|NA|Dengue_virus_1|2014-07-15|2014.53424657534
MH680347.1,Singapore,NA,NA,Dengue_virus_1,2014-07-15,2014.53424657534,MH680347.1|Singapore|NA|NA|Dengue_virus_1|2014-07-15|2014.53424657534
MH680348.1,Singapore,NA,NA,Dengue_virus_1,2014-07-15,2014.53424657534,MH680348.1|Singapore|NA|NA|Dengue_virus_1|2014-07-15|2014.53424657534
MH680349.1,Singapore,NA,NA,Dengue_virus_1,2014-07-15,2014.53424657534,MH680349.1|Singapore|NA|NA|Dengue_virus_1|2014-07-15|2014.53424657534
MH680350.1,Singapore,NA,NA,Dengue_virus_1,2014-07-15,2014.53424657534,MH680350.1|Singapore|NA|NA|Dengue_virus_1|2014-07-15|2014.53424657534
MH680351.1,Singapore,NA,NA,Dengue_virus_1,2014-07-15,2014.53424657534,MH680351.1|Singapore|NA|NA|Dengue_virus_1|2014-07-15|2014.53424657534
MH680352.1,Singapore,NA,NA,Dengue_virus_1,2014-07-15,2014.53424657534,MH680352.1|Singapore|NA|NA|Dengue_virus_1|2014-07-15|2014.53424657534
MH680353.1,Singapore,NA,NA,Dengue_virus_1,2014-07-15,2014.53424657534,MH680353.1|Singapore|NA|NA|Dengue_virus_1|2014-07-15|2014.53424657534
MH680354.1,Singapore,NA,NA,Dengue_virus_1,2014-07-15,2014.53424657534,MH680354.1|Singapore|NA|NA|Dengue_virus_1|2014-07-15|2014.53424657534
MH680355.1,Singapore,NA,NA,Dengue_virus_1,2014-07-15,2014.53424657534,MH680355.1|Singapore|NA|NA|Dengue_virus_1|2014-07-15|2014.53424657534
MH680356.1,Singapore,NA,NA,Dengue_virus_1,2014-07-15,2014.53424657534,MH680356.1|Singapore|NA|NA|Dengue_virus_1|2014-07-15|2014.53424657534
MH680357.1,Singapore,NA,NA,Dengue_virus_1,2014-07-15,2014.53424657534,MH680357.1|Singapore|NA|NA|Dengue_virus_1|2014-07-15|2014.53424657534
MH680358.1,Singapore,NA,NA,Dengue_virus_1,2014-07-15,2014.53424657534,MH680358.1|Singapore|NA|NA|Dengue_virus_1|2014-07-15|2014.53424657534
MH680359.1,Singapore,NA,NA,Dengue_virus_1,2014-07-15,2014.53424657534,MH680359.1|Singapore|NA|NA|Dengue_virus_1|2014-07-15|2014.53424657534
MH680360.1,Singapore,NA,NA,Dengue_virus_1,2014-07-15,2014.53424657534,MH680360.1|Singapore|NA|NA|Dengue_virus_1|2014-07-15|2014.53424657534
MH680361.1,Singapore,NA,NA,Dengue_virus_1,2014-07-15,2014.53424657534,MH680361.1|Singapore|NA|NA|Dengue_virus_1|2014-07-15|2014.53424657534
MH680362.1,Singapore,NA,NA,Dengue_virus_1,2014-07-15,2014.53424657534,MH680362.1|Singapore|NA|NA|Dengue_virus_1|2014-07-15|2014.53424657534
MH680363.1,Singapore,NA,NA,Dengue_virus_1,2014-07-15,2014.53424657534,MH680363.1|Singapore|NA|NA|Dengue_virus_1|2014-07-15|2014.53424657534
MH680364.1,Singapore,NA,NA,Dengue_virus_1,2014-07-15,2014.53424657534,MH680364.1|Singapore|NA|NA|Dengue_virus_1|2014-07-15|2014.53424657534
MH680365.1,Singapore,NA,NA,Dengue_virus_1,2014-07-15,2014.53424657534,MH680365.1|Singapore|NA|NA|Dengue_virus_1|2014-07-15|2014.53424657534
MH680366.1,Singapore,NA,NA,Dengue_virus_1,2014-07-15,2014.53424657534,MH680366.1|Singapore|NA|NA|Dengue_virus_1|2014-07-15|2014.53424657534
MH680367.1,Singapore,NA,NA,Dengue_virus_1,2014-07-15,2014.53424657534,MH680367.1|Singapore|NA|NA|Dengue_virus_1|2014-07-15|2014.53424657534
MH680368.1,Singapore,NA,NA,Dengue_virus_1,2014-07-15,2014.53424657534,MH680368.1|Singapore|NA|NA|Dengue_virus_1|2014-07-15|2014.53424657534
MH680369.1,Singapore,NA,NA,Dengue_virus_1,2014-07-15,2014.53424657534,MH680369.1|Singapore|NA|NA|Dengue_virus_1|2014-07-15|2014.53424657534
MH680370.1,Singapore,NA,NA,Dengue_virus_1,2014-07-15,2014.53424657534,MH680370.1|Singapore|NA|NA|Dengue_virus_1|2014-07-15|2014.53424657534
MH680371.1,Singapore,NA,NA,Dengue_virus_1,2014-07-15,2014.53424657534,MH680371.1|Singapore|NA|NA|Dengue_virus_1|2014-07-15|2014.53424657534
MH680372.1,Singapore,NA,NA,Dengue_virus_1,2014-07-15,2014.53424657534,MH680372.1|Singapore|NA|NA|Dengue_virus_1|2014-07-15|2014.53424657534
MH680373.1,Singapore,NA,NA,Dengue_virus_1,2014-08-15,2014.61917808219,MH680373.1|Singapore|NA|NA|Dengue_virus_1|2014-08-15|2014.61917808219
MH680374.1,Singapore,NA,NA,Dengue_virus_1,2014-08-15,2014.61917808219,MH680374.1|Singapore|NA|NA|Dengue_virus_1|2014-08-15|2014.61917808219
MH680375.1,Singapore,NA,NA,Dengue_virus_1,2014-08-15,2014.61917808219,MH680375.1|Singapore|NA|NA|Dengue_virus_1|2014-08-15|2014.61917808219
MH680376.1,Singapore,NA,NA,Dengue_virus_1,2014-08-15,2014.61917808219,MH680376.1|Singapore|NA|NA|Dengue_virus_1|2014-08-15|2014.61917808219
MH680377.1,Singapore,NA,NA,Dengue_virus_1,2014-08-15,2014.61917808219,MH680377.1|Singapore|NA|NA|Dengue_virus_1|2014-08-15|2014.61917808219
MH680378.1,Singapore,NA,NA,Dengue_virus_1,2014-08-15,2014.61917808219,MH680378.1|Singapore|NA|NA|Dengue_virus_1|2014-08-15|2014.61917808219
MH680379.1,Singapore,NA,NA,Dengue_virus_1,2014-08-15,2014.61917808219,MH680379.1|Singapore|NA|NA|Dengue_virus_1|2014-08-15|2014.61917808219
MH680380.1,Singapore,NA,NA,Dengue_virus_1,2014-08-15,2014.61917808219,MH680380.1|Singapore|NA|NA|Dengue_virus_1|2014-08-15|2014.61917808219
MH680381.1,Singapore,NA,NA,Dengue_virus_1,2014-08-15,2014.61917808219,MH680381.1|Singapore|NA|NA|Dengue_virus_1|2014-08-15|2014.61917808219
MH680382.1,Singapore,NA,NA,Dengue_virus_1,2014-08-15,2014.61917808219,MH680382.1|Singapore|NA|NA|Dengue_virus_1|2014-08-15|2014.61917808219
MH680383.1,Singapore,NA,NA,Dengue_virus_1,2014-08-15,2014.61917808219,MH680383.1|Singapore|NA|NA|Dengue_virus_1|2014-08-15|2014.61917808219
MH680384.1,Singapore,NA,NA,Dengue_virus_1,2014-08-15,2014.61917808219,MH680384.1|Singapore|NA|NA|Dengue_virus_1|2014-08-15|2014.61917808219
MH680385.1,Singapore,NA,NA,Dengue_virus_1,2014-08-15,2014.61917808219,MH680385.1|Singapore|NA|NA|Dengue_virus_1|2014-08-15|2014.61917808219
MH680386.1,Singapore,NA,NA,Dengue_virus_1,2014-08-15,2014.61917808219,MH680386.1|Singapore|NA|NA|Dengue_virus_1|2014-08-15|2014.61917808219
MH680387.1,Singapore,NA,NA,Dengue_virus_1,2014-08-15,2014.61917808219,MH680387.1|Singapore|NA|NA|Dengue_virus_1|2014-08-15|2014.61917808219
MH680388.1,Singapore,NA,NA,Dengue_virus_1,2014-08-15,2014.61917808219,MH680388.1|Singapore|NA|NA|Dengue_virus_1|2014-08-15|2014.61917808219
MH680389.1,Singapore,NA,NA,Dengue_virus_1,2014-08-15,2014.61917808219,MH680389.1|Singapore|NA|NA|Dengue_virus_1|2014-08-15|2014.61917808219
MH680390.1,Singapore,NA,NA,Dengue_virus_1,2014-08-15,2014.61917808219,MH680390.1|Singapore|NA|NA|Dengue_virus_1|2014-08-15|2014.61917808219
MH680391.1,Singapore,NA,NA,Dengue_virus_1,2014-08-15,2014.61917808219,MH680391.1|Singapore|NA|NA|Dengue_virus_1|2014-08-15|2014.61917808219
MH680392.1,Singapore,NA,NA,Dengue_virus_1,2014-08-15,2014.61917808219,MH680392.1|Singapore|NA|NA|Dengue_virus_1|2014-08-15|2014.61917808219
MH680393.1,Singapore,NA,NA,Dengue_virus_1,2014-08-15,2014.61917808219,MH680393.1|Singapore|NA|NA|Dengue_virus_1|2014-08-15|2014.61917808219
MH680394.1,Singapore,NA,NA,Dengue_virus_1,2014-08-15,2014.61917808219,MH680394.1|Singapore|NA|NA|Dengue_virus_1|2014-08-15|2014.61917808219
MH680395.1,Singapore,NA,NA,Dengue_virus_1,2014-08-15,2014.61917808219,MH680395.1|Singapore|NA|NA|Dengue_virus_1|2014-08-15|2014.61917808219
MH680396.1,Singapore,NA,NA,Dengue_virus_1,2014-08-15,2014.61917808219,MH680396.1|Singapore|NA|NA|Dengue_virus_1|2014-08-15|2014.61917808219
MH680397.1,Singapore,NA,NA,Dengue_virus_1,2014-08-15,2014.61917808219,MH680397.1|Singapore|NA|NA|Dengue_virus_1|2014-08-15|2014.61917808219
MH680398.1,Singapore,NA,NA,Dengue_virus_1,2014-08-15,2014.61917808219,MH680398.1|Singapore|NA|NA|Dengue_virus_1|2014-08-15|2014.61917808219
MH680399.1,Singapore,NA,NA,Dengue_virus_1,2014-08-15,2014.61917808219,MH680399.1|Singapore|NA|NA|Dengue_virus_1|2014-08-15|2014.61917808219
MH680400.1,Singapore,NA,NA,Dengue_virus_1,2014-08-15,2014.61917808219,MH680400.1|Singapore|NA|NA|Dengue_virus_1|2014-08-15|2014.61917808219
MH680401.1,Singapore,NA,NA,Dengue_virus_1,2014-08-15,2014.61917808219,MH680401.1|Singapore|NA|NA|Dengue_virus_1|2014-08-15|2014.61917808219
MH680402.1,Singapore,NA,NA,Dengue_virus_1,2014-09-15,2014.70410958904,MH680402.1|Singapore|NA|NA|Dengue_virus_1|2014-09-15|2014.70410958904
MH680403.1,Singapore,NA,NA,Dengue_virus_1,2014-09-15,2014.70410958904,MH680403.1|Singapore|NA|NA|Dengue_virus_1|2014-09-15|2014.70410958904
MH680404.1,Singapore,NA,NA,Dengue_virus_1,2014-09-15,2014.70410958904,MH680404.1|Singapore|NA|NA|Dengue_virus_1|2014-09-15|2014.70410958904
MH680405.1,Singapore,NA,NA,Dengue_virus_1,2014-09-15,2014.70410958904,MH680405.1|Singapore|NA|NA|Dengue_virus_1|2014-09-15|2014.70410958904
