Accession,Organism_Name,Submitters,Organization,Org_location,Release_Date,Length,Nuc_Completeness,Geo_Location,Region,Host,Isolation_Source,Collection_Date,GenBank_Title
KF955457.1,Dengue virus type 3,"Zody,M.C., Henn,M., Newman,R.M., Simmons,C.P., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,19/01/2014,10636,complete,Viet Nam,Unknown,Homo sapiens,blood,2007,"Dengue virus 3 isolate DENV-3/VN/BID-V1821/2007, complete genome"
KF955458.1,Dengue virus type 3,"Zody,M.C., Henn,M., Newman,R.M., Simmons,C.P., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,19/01/2014,10640,complete,Viet Nam,Unknown,Homo sapiens,blood,2007,"Dengue virus 3 isolate DENV-3/VN/BID-V1876/2007, complete genome"
KF955459.1,Dengue virus type 3,"Zody,M.C., Henn,M., Newman,R.M., Simmons,C.P., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,19/01/2014,10637,complete,Viet Nam,Unknown,Homo sapiens,blood,2008,"Dengue virus 3 isolate DENV-3/VN/BID-V1903/2008, complete genome"
KF955460.1,Dengue virus type 3,"Zody,M.C., Henn,M., Newman,R.M., Simmons,C.P., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,19/01/2014,10640,complete,Viet Nam,Unknown,Homo sapiens,blood,2008,"Dengue virus 3 isolate DENV-3/VN/BID-V1933/2008, complete genome"
KF921934.1,dengue virus type I,"Zody,M.C., Henn,M., Newman,R.M., Simmons,C.P., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,12/01/2014,10447,complete,Viet Nam,Unknown,Homo sapiens,blood,2006,"Dengue virus 1 isolate DENV-1/VN/BID-V2688/2006, complete genome"
KF921935.1,dengue virus type I,"Zody,M.C., Henn,M., Newman,R.M., Simmons,C.P., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,12/01/2014,10528,complete,Viet Nam,Unknown,Homo sapiens,blood,2007,"Dengue virus 1 isolate DENV-1/VN/BID-V2750/2007, complete genome"
KF921936.1,dengue virus type I,"Zody,M.C., Henn,M., Newman,R.M., Simmons,C.P., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,12/01/2014,10239,partial,Viet Nam,Unknown,Homo sapiens,blood,2006,"Dengue virus 1 isolate DENV-1/VN/BID-V2866/2006, partial genome"
KF921937.1,dengue virus type I,"Zody,M.C., Henn,M., Newman,R.M., Simmons,C.P., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,12/01/2014,9951,partial,Viet Nam,Unknown,Homo sapiens,blood,2006,"Dengue virus 1 isolate DENV-1/VN/BID-V2869/2006, partial genome"
KF921938.1,dengue virus type I,"Zody,M.C., Henn,M., Newman,R.M., Simmons,C.P., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,12/01/2014,6538,partial,Viet Nam,Unknown,Homo sapiens,blood,2006,"Dengue virus 1 isolate DENV-1/VN/BID-V2889/2006, partial genome"
KF921939.1,dengue virus type I,"Zody,M.C., Henn,M., Newman,R.M., Simmons,C.P., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,12/01/2014,10291,partial,Viet Nam,Unknown,Homo sapiens,blood,2008,"Dengue virus 1 isolate DENV-1/VN/BID-V3877/2008, partial genome"
KF921940.1,dengue virus type I,"Zody,M.C., Henn,M., Newman,R.M., Simmons,C.P., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,12/01/2014,10715,partial,Viet Nam,Unknown,Homo sapiens,blood,2008,"Dengue virus 1 isolate DENV-1/VN/BID-V3901/2008, partial genome"
KF921941.1,dengue virus type I,"Zody,M.C., Henn,M., Newman,R.M., Simmons,C.P., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,12/01/2014,10177,partial,Viet Nam,Unknown,Homo sapiens,blood,2008,"Dengue virus 1 isolate DENV-1/VN/BID-V3908/2008, partial genome"
KF921942.1,dengue virus type I,"Zody,M.C., Henn,M., Newman,R.M., Simmons,C.P., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,12/01/2014,10374,complete,Viet Nam,Unknown,Homo sapiens,blood,2008,"Dengue virus 1 isolate DENV-1/VN/BID-V3910/2008, complete genome"
KF921943.1,dengue virus type I,"Zody,M.C., Henn,M., Newman,R.M., Simmons,C.P., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,12/01/2014,10254,partial,Viet Nam,Unknown,Homo sapiens,blood,2008,"Dengue virus 1 isolate DENV-1/VN/BID-V3931/2008, partial genome"
KF921944.1,dengue virus type I,"Zody,M.C., Henn,M., Newman,R.M., Simmons,C.P., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,12/01/2014,10186,partial,Viet Nam,Unknown,Homo sapiens,blood,2008,"Dengue virus 1 isolate DENV-1/VN/BID-V3936/2008, partial genome"
KF921945.1,dengue virus type I,"Zody,M.C., Henn,M., Newman,R.M., Simmons,C.P., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,12/01/2014,10141,partial,Viet Nam,Unknown,Homo sapiens,blood,2008,"Dengue virus 1 isolate DENV-1/VN/BID-V3948/2008, partial genome"
KF921946.1,dengue virus type I,"Zody,M.C., Henn,M., Newman,R.M., Simmons,C.P., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,12/01/2014,10208,partial,Viet Nam,Unknown,Homo sapiens,blood,2008,"Dengue virus 1 isolate DENV-1/VN/BID-V3951/2008, partial genome"
KF921947.1,dengue virus type I,"Zody,M.C., Henn,M., Newman,R.M., Simmons,C.P., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,12/01/2014,10153,partial,Viet Nam,Unknown,Homo sapiens,blood,2008,"Dengue virus 1 isolate DENV-1/VN/BID-V3954/2008, partial genome"
KF921948.1,dengue virus type I,"Zody,M.C., Henn,M., Newman,R.M., Simmons,C.P., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,12/01/2014,10834,partial,Viet Nam,Unknown,Homo sapiens,blood,2008,"Dengue virus 1 isolate DENV-1/VN/BID-V3970/2008, partial genome"
KF921949.1,dengue virus type I,"Zody,M.C., Henn,M., Newman,R.M., Simmons,C.P., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,12/01/2014,10449,complete,Viet Nam,Unknown,Homo sapiens,blood,2008,"Dengue virus 1 isolate DENV-1/VN/BID-V3972/2008, complete genome"
KF921950.1,dengue virus type I,"Zody,M.C., Henn,M., Newman,R.M., Simmons,C.P., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,12/01/2014,10185,partial,Viet Nam,Unknown,Homo sapiens,blood,2008,"Dengue virus 1 isolate DENV-1/VN/BID-V3993/2008, partial genome"
KF921951.1,dengue virus type I,"Zody,M.C., Henn,M., Newman,R.M., Simmons,C.P., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,12/01/2014,10252,partial,Viet Nam,Unknown,Homo sapiens,blood,2008,"Dengue virus 1 isolate DENV-1/VN/BID-V4061/2008, partial genome"
KF921952.1,dengue virus type I,"Zody,M.C., Henn,M., Newman,R.M., Simmons,C.P., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,12/01/2014,7012,partial,Viet Nam,Unknown,Homo sapiens,blood,2008,"Dengue virus 1 isolate DENV-1/VN/BID-V4086/2008, partial genome"
KC861917.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,South,Homo sapiens,,2009,"Dengue virus 1 isolate D1.CanTho.09502.09 envelope protein gene, partial cds"
KC861918.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central (maybe north),Homo sapiens,,2006,"Dengue virus 1 isolate D1.NgheAn.1518 17 July.06 envelope protein gene, partial cds"
KC861919.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,North,Homo sapiens,,2009,"Dengue virus 1 isolate D1.HaNoi.BM09117.17 Nov 09 envelope protein gene, partial cds"
KC861920.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,North,Homo sapiens,,2003,"Dengue virus 1 isolate D1.Hanoi.92103.28 Sep 03 envelope protein gene, partial cds"
KC861921.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central (maybe north),Homo sapiens,,2004,"Dengue virus 1 isolate D1.NgheAn.128804.16 Oct 04 envelope protein gene, partial cds"
KC861922.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central,Homo sapiens,,2006,"Dengue virus 1 isolate D1.QuyNhon.29.06 envelope protein gene, partial cds"
KC861923.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central (maybe north),Homo sapiens,,2004,"Dengue virus 1 isolate D1.NgheAn.129104.18 Oct 04 envelope protein gene, partial cds"
KC861924.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central,Homo sapiens,,2009,"Dengue virus 1 isolate D1.DaNang.96032.24 Apr 09 envelope protein gene, partial cds"
KC861925.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,South,Homo sapiens,,2009,"Dengue virus 1 isolate D1.CanTho.09527.09 envelope protein gene, partial cds"
KC861926.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central,Homo sapiens,,2007,"Dengue virus 1 isolate D1.NhaTrang.675.24 Aug 07 envelope protein gene, partial cds"
KC861927.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central,Homo sapiens,,2009,"Dengue virus 1 isolate D1.NhaTrang.1181.15 Jun 09 envelope protein gene, partial cds"
KC861928.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central,Homo sapiens,,2009,"Dengue virus 1 isolate D1.NhaTrang.1182.15 Jun 09 envelope protein gene, partial cds"
KC861929.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central,Homo sapiens,,2004,"Dengue virus 1 isolate D1.DacNong.107204.9 May 04 envelope protein gene, partial cds"
KC861930.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central,Homo sapiens,,2002,"Dengue virus 1 isolate D1.QuangBinh.54002.11 Jun 02 envelope protein gene, partial cds"
KC861931.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central,Homo sapiens,,2009,"Dengue virus 1 isolate D1.DaNang.98413.2 Jul 09 envelope protein gene, partial cds"
KC861932.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,North,Homo sapiens,,2008,"Dengue virus 1 isolate D1.HaTay 1789 .8 Oct.08 envelope protein gene, partial cds"
KC861933.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central (maybe north),Homo sapiens,,2008,"Dengue virus 1 isolate D1.NgheAn.1762.8 Sep 08 envelope protein gene, partial cds"
KC861934.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central (maybe north),Homo sapiens,,2004,"Dengue virus 1 isolate D1.NgheAn.129804.19 Oct 04 envelope protein gene, partial cds"
KC861935.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,North,Homo sapiens,,2008,"Dengue virus 1 isolate D1.Hanoi.1844.13 Nov 08 envelope protein gene, partial cds"
KC861936.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,North,Homo sapiens,,2009,"Dengue virus 1 isolate D1.HaNoi2.10901077.22 Aug 09 envelope protein gene, partial cds"
KC861937.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central,Homo sapiens,,2002,"Dengue virus 1 isolate D1.QuangBinh.50702.12 Jun 02 envelope protein gene, partial cds"
KC861938.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central,Homo sapiens,,2008,"Dengue virus 1 isolate D1.NhaTrang.1082.29 Dec 08 envelope protein gene, partial cds"
KC861939.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central,Homo sapiens,,2005,"Dengue virus 1 isolate D1.NhaTrang.33.29 Jul 05 envelope protein gene, partial cds"
KC861940.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,Central,Homo sapiens,,2007,"Dengue virus 1 isolate D1.QuyNhon.45.07 envelope protein gene, partial cds"
KC861941.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,South,Homo sapiens,,2008,"Dengue virus 1 isolate D1.CanTho.08479.08 envelope protein gene, partial cds"
KC861942.1,dengue virus type I,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.","Queensland University of Technology, Institute of Health and Biomedical Innovation",Australia,27/11/2013,1485,partial,Viet Nam,North,Homo sapiens,,2009,"Dengue virus 1 isolate D1.HaNoi2.BM0913.27 Aug 09 envelope protein gene, partial cds"
